?British School	1545  1330,785
Mackinnon  Sine	1934  270,410
Mackintosh  Charles Rennie	1927  474,480
Maclaren  Donald	1906  536,340
Maclise  Daniel	1840  737,1245
Maclise  Daniel	1842  1524,2743
Maclise  Daniel	1839  870,686
Mactaggart  Sir William	1958  610,1010
Madani  Tala	2010  300,300
Madani  Tala	2011  458,406
Maddox  Conroy	1963  381,533
Maddox  Conroy	1970  1372,940
Maddox  Conroy	1937  295,205
Maddox  Conroy	1940  406,279
Magritte  René	1930  1137,1459
Magritte  René	1928  1156,813
Magritte  René	1937  375,292
Magritte  René	1928  1160,810
Mahoney  Charles	1940  305,356
Mahoney  Charles	1936  914,762
Mahoney  Charles	1936  403,270
Mahoney  Charles	1952  407,610
Maitland  Paul	1886  108,152
Maitland  Paul	1888  165,130
Maitland  Paul	1906  99,180
Maitland  Paul	1900  136,206
Maitland  Paul	1906  102,173
Maitland  Paul	1896  235,137
Maitland  Paul	1890  146,240
Maitland  Paul	1897  263,393
Maitland  Paul	1889  760,705
Maitland  Paul	1886  257,370
Maitland  Paul	1888  136,220
Maitland  Paul	1907  254,454
Maitland  Paul	1883  305,250
Maitland  Paul	1907  108,175
Maitland  Paul	1889  280,265
Maitland  Paul	1886  107,208
Maitland  Paul	1889  137,235
Maitland  Paul	1885  277,321
Maitland  Paul	1897  246,272
Malchair  John Baptist	1795  317,451
Malevich  Kazimir	1915  803,800
Malinowski  Antoni	1991  1828,916
Man Ray	1938  600,730
Manby  Thomas	1660  382,279
Mancini  Antonio	1903  997,597
Mancini  Antonio	1906  546,378
Mane-Katz	1949  540,650
Manessier  Alfred	1956  1143,1460
Manet  Edouard	1880  921,730
Mangold  Robert	2006  3048,1223
Mann  Harrington	1902  1022,1416
Manson  James Bolivar	1912  508,397
Manson  James Bolivar	1940  508,406
Manson  James Bolivar	1923  610,508
Manzu  Giacomo	1937  343,454
Manzu  Giacomo	1944  254,381
Manzu  Giacomo	1937  451,340
Mapplethorpe  Robert	1982  375,375
Mapplethorpe  Robert	1979  341,341
Mapplethorpe  Robert	1981  341,341
Mapplethorpe  Robert	1979  340,342
Mapplethorpe  Robert	1983  375,375
Mapplethorpe  Robert	1976  341,341
Mapplethorpe  Robert	1978  340,341
Mapplethorpe  Robert	1980  341,340
Mapplethorpe  Robert	1983  477,472
Mapplethorpe  Robert	1988  271,575
Mapplethorpe  Robert	1980  340,341
Mapplethorpe  Robert	1984  374,375
Mapplethorpe  Robert	1978  477,376
Mapplethorpe  Robert	1975  341,341
Mapplethorpe  Robert	1980  341,341
Mapplethorpe  Robert	1983  477,377
Mapplethorpe  Robert	1976  340,341
Mapplethorpe  Robert	1986  476,471
Mapplethorpe  Robert	1982  371,472
Mapplethorpe  Robert	1982  375,374
Mapplethorpe  Robert	1981  640,641
Mapplethorpe  Robert	1986  570,475
Mapplethorpe  Robert	1988  577,481
Mapplethorpe  Robert	1983  476,375
Mapplethorpe  Robert	1983  476,377
Mapplethorpe  Robert	1985  374,373
Mapplethorpe  Robert	1983  374,375
Mapplethorpe  Robert	1981  441,341
Mapplethorpe  Robert	1976  340,342
Mapplethorpe  Robert	1985  477,377
Mapplethorpe  Robert	1977  341,342
Mapplethorpe  Robert	1976  342,341
Mapplethorpe  Robert	1979  340,341
Mapplethorpe  Robert	1980  341,342
Mapplethorpe  Robert	1988  476,470
Mapplethorpe  Robert	1984  374,373
Mapplethorpe  Robert	1977  342,342
Mapplethorpe  Robert	1980  340,340
Mapplethorpe  Robert	1981  441,342
Mapplethorpe  Robert	1983  373,375
Mapplethorpe  Robert	1988  476,471
Mapplethorpe  Robert	1984  477,376
Mapplethorpe  Robert	1982  470,375
Mapplethorpe  Robert	1985  372,374
Marchand  Jean	1927  498,613
Marchand  Jean	1913  730,603
Marchand  Jean	1923  1003,810
Marcoussis  Louis	1929  495,606
Marcoussis  Louis	1929  610,457
Marden  Brice	1988  2740,1520
Marden  Brice	1986  470,1005
Marin  John	1923  679,552
Marini  Marino	1948  454,340
Mariën  Marcel	1967  188,117
Marlow  William	1775  492,787
Marlow  William	1795  1295,1041
Marlow  William	1766  256,375
Marlow  William	1770  252,356
Marlow  William	1808  228,240
Marshall  Benjamin	1830  876,1041
Marshall  Benjamin	1826  1003,851
Marshall  Benjamin	1801  470,638
Marshall  Benjamin	1803  905,702
Marshall  Benjamin	1816  1015,1271
Marshall  Benjamin	1824  1010,1264
Martin  Agnes	1994  1525,1528
Martin  Agnes	1965  1826,1819
Martin  Agnes	1991  1829,1829
Martin  Agnes	1999  1525,1525
Martin  Anne	1962  1843,1831
Martin  Barry	1965  233,201
Martin  John	1841  622,765
Martin  John	1839  2381,1854
Martin  John	1851  1965,3032
Martin  John	1822  1616,2530
Martin  John	1851  1988,3067
Martin  John	1853  1968,3258
Martin  Kenneth	1980  914,911
Martin  Kenneth	1959  330,202
Martin  Kenneth	1958  330,202
Martin  Kenneth	1959  1524,914
Martin  Kenneth	1959  202,330
Martin  Kenneth	1972  794,714
Martin  Kenneth	1949  508,410
Martin  Kenneth	1972  914,914
Martin  Kenneth	1971  343,229
Martin  Kenneth	1978  911,911
Martin  Kenneth	1951  470,595
Martineau  Robert Braithwaite	1862  343,267
Martineau  Robert Braithwaite	1862  1073,1448
Martineau  Robert Braithwaite	1852  521,705
Martineau  Robert Braithwaite	1853  197,292
Martineau  Robert Braithwaite	1853  635,813
Mason  Arnold	1929  918,716
Mason  George	1863  286,540
Mason  George	1845  403,781
Mason  George	1872  184,438
Mason  George	1865  311,508
Mason  George	1872  864,2311
Masson  André	1962  502,610
Masson  André	1953  650,810
Masson  André	1934  468,633
Masson  André	1948  966,765
Masson  André	1955  551,380
Masson  André	1947  490,635
Masson  André	1923  634,434
Masson  André	1935  600,924
Masson  André	1922  500,604
Mathews  Denis	1953  502,406
Matisse  Henri	1936  457,375
Matisse  Henri	1921  508,616
Matisse  Henri	1900  460,375
Matisse  Henri	1916  927,743
Matisse  Henri	1905  394,289
Matisse  Henri	1919  730,924
Matisse  Henri	1924  407,515
Matisse  Henri	1922  506,612
Matisse  Henri	1953  2864,2870
Matisse  Henri	1903  550,460
Matisse  Henri	1907  921,648
Matisse  Henri	1899  730,543
Matta	1943  765,1826
Maufra  Maxime	1908  457,549
Maundrell  Charles	1899  556,381
Mauve  Anton	1871  387,600
Mauve  Anton	1871  298,502
Mauve  Anton	1885  505,603
Maxwell  John	1959  914,610
Maxwell  John	1959  384,571
May  Nicholas	1994  2490,3708
May  Phil	1886  244,181
May  Phil	1889  168,264
May  Phil	1889  200,152
May  Phil	1889  159,197
Mayor  Fred	1909  318,394
Maze  Paul	1928  330,460
Maze  Paul	1929  355,700
McComb  Leonard	1976  810,549
McCullin  Don	1962  345,350
McEvoy  Ambrose	1909  794,578
McEvoy  Ambrose	1917  1270,1022
McEvoy  Ambrose	1900  457,356
McEvoy  Ambrose	1900  184,127
McEvoy  Ambrose	1913  359,254
McEvoy  Ambrose	1911  470,387
McEvoy  Ambrose	1911  762,635
McEvoy  Ambrose	1909  730,483
McEvoy  Ambrose	1910  305,232
McEvoy  Ambrose	1912  1283,1022
McEvoy  Ambrose	1919  762,635
McEvoy  Ambrose	1926  1016,768
McEvoy  Ambrose	1925  762,1270
McEvoy  Ambrose	1913  483,521
McEvoy  Mary	1901  533,438
McFadyen  Jock	1989  1226,811
McFadyen  Jock	2001  1675,3350
McHale  John	1957  917,1221
McKenna  Stephen	1981  1500,2000
McKenna  Stephen	1993  1202,1601
McKenna  Stephen	1981  2000,1500
McKenna  Stephen	1995  803,1002
McLachlan  Thomas Hope	1891  584,870
McLaughlin  John	1973  1213,1523
McLean  Bruce	1980  4000,1387
McLean  Bruce	1971  746,686
McLean  Bruce	1978  1362,1575
McLean  John	1987  750,2285
McTaggart  William	1883  946,1410
McTaggart  William	1899  1321,1959
McTaggart  William	1880  610,914
Mead  Dorothy	1958  760,640
Medley  Robert	1952  1524,1264
Medley  Robert	1950  711,908
Medley  Robert	1970  1829,1829
Medley  Robert	1959  387,337
Medley  Robert	1959  762,629
Medley  Robert	1974  1575,1524
Medley  Robert	1992  1020,816
Medley  Robert	1963  870,1527
Mednikoff  Reuben	1936  380,255
Mehring  Howard	1966  2140,1908
Meidner  Else	1918  550,497
Melland  Sylvia	1931  763,685
Mellis  Margaret	1972  399,425
Mellis  Margaret	1942  263,370
Mellis  Margaret	1957  333,352
Melville  Arthur	1897  864,610
Melville  Arthur	1883  2045,2134
Mendieta  Ana	1976  255,203
Mendieta  Ana	1973  254,203
Mendieta  Ana	1974  254,203
Meninsky  Bernard	1940  406,254
Meninsky  Bernard	1944  546,451
Meninsky  Bernard	1923  914,711
Meninsky  Bernard	1945  613,1070
Menpes  Mortimer	1887  267,171
Mercier  Philip	1737  1026,1270
Mercier  Philip	1750  760,635
Mercier  Philip	1725  1022,1257
Merritt  Anna Lea	1890  1156,641
Merz  Mario	1970  2667,3822
Mesens  E.L.T.	1960  3,79
Mesens  E.L.T.	1960  251,327
Mesens  E.L.T.	1955  572,330
Methuen  Lord	1940  324,483
Methuen  Lord	1940  533,737
Methuen  Lord	1936  276,349
Methuen  Lord	1936  495,394
Methuen  Lord	1950  760,1015
Metzinger  Jean	1919  1153,810
Michaux  Henri	1961  746,1099
Middleditch  Edward	1955  1365,1092
Middleditch  Edward	1954  1830,1200
Middleditch  Edward	1956  1127,1750
Middleditch  Edward	1954  914,1505
Millais  Sir John Everett  Bt	1852  1029,737
Millais  Sir John Everett  Bt	1848  407,303
Millais  Sir John Everett  Bt	1870  1206,1422
Millais  Sir John Everett  Bt	1843  533,432
Millais  Sir John Everett  Bt	1840  235,333
Millais  Sir John Everett  Bt	1840  362,540
Millais  Sir John Everett  Bt	1851  597,495
Millais  Sir John Everett  Bt	1895  1524,1143
Millais  Sir John Everett  Bt	1895  1250,895
Millais  Sir John Everett  Bt	1886  1841,1308
Millais  Sir John Everett  Bt	1874  1765,2222
Millais  Sir John Everett  Bt	1870  1841,1353
Millais  Sir John Everett  Bt	1858  1029,1727
Millais  Sir John Everett  Bt	1851  762,1118
Millais  Sir John Everett  Bt	1882  3299,2444
Millais  Sir John Everett  Bt	1876  1397,1118
Millais  Sir John Everett  Bt	1895  1676,2108
Millais  Sir John Everett  Bt	1847  203,152
Millais  Sir John Everett  Bt	1849  864,1397
Millais  Sir John Everett  Bt	1860  200,106
Millais  Sir John Everett  Bt	1849  152,114
Millais  Sir John Everett  Bt	1849  159,114
Millais  Sir John Everett  Bt	1849  190,289
Millais  Sir John Everett  Bt	1847  187,257
Millais  Sir John Everett  Bt	1850  353,457
Millais  Sir John Everett  Bt	1881  1257,914
Millais  Sir John Everett  Bt	1873  1364,918
Millais  Sir John Everett  Bt	1849  190,337
Millais  Sir John Everett  Bt	1874  1079,800
Millais  Sir John Everett  Bt	1849  229,429
Millais  Sir John Everett  Bt	1860  86,64
Millais  Sir John Everett  Bt	1889  1732,1230
Millais  Sir John Everett  Bt	1850  292,406
Millais  Sir John Everett  Bt	1853  190,229
Millais  Sir John Everett  Bt	1854  187,92
Millais  Sir John Everett  Bt	1860  199,117
Millais  Sir John Everett  Bt	1872  1657,2197
Millais  Sir John Everett  Bt	1890  1041,1689
Millares  Manolo	1961  1308,1622
Millares  Manolo	1964  391,464
Miller  Godfrey	1944  654,1041
Millet  Francis Davis	1892  740,914
Millner  William Edwards	1872  378,502
Milne  Malcolm	1927  321,264
Milow  Keith	1988  458,356
Milow  Keith	1989  458,357
Milow  Keith	1997  1827,3654
Milow  Keith	1989  460,355
Milow  Keith	1988  459,355
Milow  Keith	1988  459,358
Milroy  Lisa	1988  2034,2845
Milroy  Lisa	1997  1750,1983
Milroy  Lisa	1998  1070,1170
Milroy  Lisa	1998  1066,1167
Milroy  Lisa	1990  2030,2490
Milroy  Lisa	1995  1755,2291
Minaux  André	1951  1619,968
Mintchine  Abraham	1931  730,502
Minton  John	1947  400,273
Minton  John	1946  457,610
Minton  John	1948  390,285
Minton  John	1953  1524,1143
Minton  John	1956  1294,988
Minton  John	1957  1219,1829
Minton  John	1945  947,760
Minton  John	1939  461,550
Miró  Joan	1949  813,660
Miró  Joan	1925  920,732
Miró  Joan	1927  972,1302
Miró  Joan	1964  2620,2755
Miró  Joan	1938  1295,1943
Miró  Joan	1969  1067,737
Miyajima  Tatsuo	1991  753,1488
Modigliani  Amedeo	1918  645,460
Modigliani  Amedeo	1918  1000,645
Modigliani  Amedeo	1914  633,481
Modigliani  Amedeo	1913  549,448
Modigliani  Amedeo	1917  806,597
Moholy-Nagy  László	1922  1153,1359
Moira  Gerald	1938  387,559
Molodkin  Andrei	2009  297,520
Molodkin  Andrei	2009  295,418
Molodkin  Andrei	2009  328,482
Monamy  Peter	1720  765,1064
Mondrian  Piet	1935  803,633
Mondrian  Piet	1909  905,621
Mondrian  Piet	1920  997,1003
Mondrian  Piet	1913  1003,673
Mondrian  Piet	1937  727,692
Monet  Claude	1894  654,1003
Monet  Claude	1891  924,737
Monet  Claude	1874  737,559
Monnington  Sir Thomas	1966  933,921
Monnington  Sir Thomas	1938  350,452
Monnington  Sir Thomas	1952  503,635
Monnington  Sir Thomas	1924  1257,2768
Monro  Henry	1814  1910,1225
Moon  Jeremy	1969  203,253
Moon  Jeremy	1970  203,253
Moon  Jeremy	1968  203,253
Moon  Jeremy	1967  203,253
Moon  Jeremy	1965  2037,2035
Moon  Jeremy	1971  203,253
Moon  Jeremy	1973  203,253
Moon  Jeremy	1962  1384,1067
Moon  Jeremy	1972  2030,2900
Moon  Jeremy	1967  2168,2512
Moon  Jeremy	1971  2133,2554
Moon  Jeremy	1967  2420,2785
Moon  Jeremy	1968  1808,1958
Moon  Jeremy	1972  2287,3050
Moon  Jeremy	1973  1530,711
Moon  Michael	1970  2438,3048
Moon  Michael	1978  2121,1600
Moore  Albert	1869  1746,879
Moore  Albert	1875  308,225
Moore  Albert	1881  1473,464
Moore  Albert	1864  286,216
Moore  Albert	1864  210,254
Moore  Albert	1886  419,235
Moore  Henry  OM  CH	1940  181,270
Moore  Henry  OM  CH	1941  483,432
Moore  Henry  OM  CH	1935  343,419
Moore  Henry  OM  CH	1938  279,381
Moore  Henry  OM  CH	1954  561,382
Moore  Henry  OM  CH	1941  380,568
Moore  Henry  OM  CH	1927  540,318
Moore  Henry  OM  CH	1940  279,381
Moore  Henry  OM  CH	1940  264,181
Moore  Henry  OM  CH	1941  483,438
Moore  Henry  OM  CH	1925  559,241
Moore  Henry  OM  CH	1941  381,559
Moore  Henry  OM  CH	1941  483,381
Moore  Henry  OM  CH	1941  419,381
Moore  T.	1790  237,390
Moran  Katy	2009  463,385
Moran  Katy	2009  486,387
Morandi  Giorgio	1960  248,280
Morandi  Giorgio	1946  375,457
More  Jacob	1771  803,1006
More  Jacob	1778  363,506
More  Jacob	1787  1504,2046
Morellet  François	1955  1000,1000
Morison  Colin	1760  615,760
Morisot  Berthe	1885  610,502
Morland  George	1791  698,902
Morland  George	1790  511,664
Morland  George	1790  406,505
Morland  George	1795  718,921
Morland  George	1791  1486,2038
Morland  George	1792  864,1168
Morland  George	1792  349,273
Morland  Henry Robert	1765  743,616
Morland  Henry Robert	1765  756,622
Morley  Harry	1924  1067,1016
Morley  Malcolm	1998  2951,3748
Morrice  James Wilson	1915  540,648
Morris  Desmond	1976  610,916
Morris  Sarah	2000  2141,2141
Morris  Sir Cedric  Bt	1940  1003,746
Morris  Sir Cedric  Bt	1942  620,700
Morris  Sir Cedric  Bt	1923  651,810
Morris  Sir Cedric  Bt	1917  242,162
Morris  Sir Cedric  Bt	1948  663,552
Morris  Sir Cedric  Bt	1922  359,327
Morris  Sir Cedric  Bt	1923  500,600
Morris  Sir Cedric  Bt	1960  756,1002
Morris  Sir Cedric  Bt	1943  1219,918
Morris  Sir Cedric  Bt	1941  730,603
Morris  William	1862  689,465
Morris  William	1862  610,685
Morris  William	1858  718,502
Morris  William	1858  1264,552
Mortimer  John Hamilton	1775  765,622
Mortimer  John Hamilton	1773  238,179
Mortimer  John Hamilton	1775  752,629
Mortimer  John Hamilton	1770  502,603
Mortimer  John Hamilton	1778  2426,1460
Mortimer  John Hamilton	1766  997,1260
Mortimer  John Hamilton	1775  762,635
Morton  Alastair	1938  686,991
Motherwell  Robert	1947  857,711
Motherwell  Robert	1975  2440,3050
Motherwell  Robert	1969  2134,2540
Motherwell  Robert	1958  1203,2042
Motherwell  Robert	1969  2438,4420
Moynihan  Rodrigo	1937  914,1219
Moynihan  Rodrigo	1945  686,559
Moynihan  Rodrigo	1935  419,343
Moynihan  Rodrigo	1935  457,356
Moynihan  Rodrigo	1982  711,915
Moynihan  Rodrigo	1957  1270,1016
Moynihan  Rodrigo	1943  457,356
Moynihan  Rodrigo	1951  2134,3346
Moynihan  Rodrigo	1977  410,330
Muhrman  Henry	1898  610,927
Muirhead  David	1917  711,921
Muirhead  David	1923  283,397
Muirhead  David	1911  614,920
Muirhead  David	1901  445,540
Muirhead  David	1922  610,460
Mullican  Matt	1988  764,208
Mulready  William	1857  495,216
Mulready  William	1860  227,183
Mulready  William	1807  397,333
Mulready  William	1861  79,184
Mulready  William	1809  787,660
Mulready  William	1834  622,762
Mulready  William	1842  508,356
Mulready  William	1828  165,114
Mulready  William	1826  54,52
Mulready  William	1860  113,80
Mulready  William	1842  606,502
Mulready  William	1826  139,112
Mulready  William	1846  495,356
Mulready  William	1856  775,629
Mulready  William	1859  129,119
Mulready  William	1834  531,755
Mulready  William	1859  81,187
Mulready  William	1808  375,340
Mulready  William	1828  98,70
Muncaster  Claude	1925  292,394
Munch  Edvard	1907  1187,1210
Mundy  Henry	1961  1600,1981
Munn  Paul Sandby	1803  325,548
Munn  Paul Sandby	1802  222,321
Munnings  Sir Alfred	1925  1480,2445
Munnings  Sir Alfred	1930  914,1016
Munnings  Sir Alfred	1919  794,1283
Murphy  John	1978  610,584
Murphy  John	1976  616,527
Murphy  John	1980  819,695
Murphy  John	1984  2650,1990
Murphy  John	1970  914,1019
Murphy  Myles	1974  1520,2453
Murray  Charles	1940  419,584
Murray  Charles	1941  318,527
Murray  Charles	1944  622,356
Murray  Charles	1940  286,457
Murray  Charles Fairfax	1875  476,311
Murray  Charles Fairfax	1896  286,225
Murray  Sir David	1929  610,737
Murray  Sir David	1903  1219,1829
Murray  Sir David	1883  1003,1524
Murtic  Edo	1960  1143,1462
Musgrave  David	2009  545,445
Musgrave  George	1872  134,161
Musgrave  George	1872  136,185
Mutu  Wangechi	2007  1300,825
Muñoz  Juan	1989  1095,1497
Muñoz  Juan	1990  1410,1000
Mytens  Daniel  the Elder	1623  2007,1251
Müller  William James	1841  571,394
Müller  William James	1840  406,280
Müller  William James	1840  414,285
Müller  William James	1840  254,326
Müller  William James	1840  415,297
Müller  William James	1843  387,511
Müller  William James	1840  286,418
Müller  William James	1841  297,432
Müller  William James	1840  278,442
Müller  William James	1843  330,544
Müller  William James	1840  433,290
Müller  William James	1843  347,472
Müller  William James	1840  438,305
Müller  William James	1840  305,412
Müller  William James	1839  287,449
Müller  William James	1844  347,537
Müller  William James	1844  240,537
Müller  William James	1842  102,227
Müller  William James	1838  247,145
Müller  William James	1839  324,484
Müller  William James	1838  419,267
Müller  William James	1843  356,521
Müller  William James	1838  273,422
Müller  William James	1835  257,429
Müller  William James	1834  276,405
Müller  William James	1843  177,553
Müller  William James	1834  116,414
Müller  William James	1834  346,279
Müller  William James	1844  324,352
Müller  William James	1844  371,570
Müller  William James	1844  529,349
Müller  William James	1845  356,559
Müller  William James	1834  283,397
Müller  William James	1843  521,749
Müller  William James	1834  190,298
Müller  William James	1834  127,206
Müller  William James	1834  269,410
Müller  William James	1834  200,267
Müller  William James	1837  229,305
Müller  William James	1843  67,89
Müller  William James	1843  114,86
Müller  William James	1843  114,70
Müller  William James	1843  114,105
Müller  William James	1834  234,368
Müller  William James	1835  603,902
Müller  William James	1834  255,376
Müller  William James	1834  282,448
Müller  William James	1834  426,286
Müller  William James	1834  292,441
Müller  William James	1834  280,404
Müller  William James	1834  437,302
Müller  William James	1834  363,495
Müller  William James	1837  1016,1524
Müller  William James	1831  457,298
Müller  William James	1831  349,248
Müller  William James	1833  368,267
Müller  William James	1831  400,270
Müller  William James	1841  305,436
Müller  William James	1840  296,431
Naghi Bey  Mohammed	1932  649,543
Nash  David	1997  1530,2750
Nash  David	1982  965,1884
Nash  David	1982  1219,2426
Nash  Frederick	1824  111,198
Nash  John	1918  187,270
Nash  John	1918  686,762
Nash  John	1923  286,387
Nash  John	1926  387,495
Nash  John	1922  762,508
Nash  John	1955  438,552
Nash  John	1947  578,470
Nash  John	1915  508,610
Nash  John	1959  406,571
Nash  John	1936  610,813
Nash  John	1915  413,387
Nash  John	1939  394,571
Nash  Paul	1932  508,762
Nash  Paul	1943  633,757
Nash  Paul	1936  679,1016
Nash  Paul	1932  914,711
Nash  Paul	1944  511,762
Nash  Paul	1940  1016,1524
Nash  Paul	1940  400,578
Nash  Paul	1940  394,578
Nash  Paul	1937  392,297
Nash  Paul	1932  578,394
Nash  Paul	1936  400,581
Nash  Paul	1935  457,660
Nash  Paul	1929  698,908
Nash  Paul	1930  419,737
Nash  Paul	1929  708,406
Nash  Paul	1931  660,508
Nash  Paul	1934  711,540
Nash  Paul	1940  289,394
Nash  Paul	1912  464,370
Nash  Paul	1921  577,399
Nash  Paul	1919  635,762
Nash  Paul	1939  718,489
Nash  Paul	1914  575,482
Nash  Paul	1911  267,216
Nash  Paul	1925  392,575
Nash  Paul	1912  336,298
Nasmyth  Patrick	1828  203,257
Nasmyth  Patrick	1831  502,692
Nasmyth  Patrick	1807  298,391
Nasmyth  Patrick	1825  302,406
